Category,Offense,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"American Indian Juvenile Arrest Rates (Arrests of American Indians Ages 0 to 17/100,000 American Indians Ages 10 to 17)",Property crime index,2671.5,2181.1,2312.4,2082.4,2284.1,2549.6,2480.5,2436.3,2659.6,2834.7,2564.5,2608.5,2392.4,2548.9,2581.7,2590.3,2697.4,2532.9,1962.1,1739.0,1579.6,1358.6,1260.8,1231.0,1134.6,1019.8,848.1,897.4,821.5,832.9,738.3,722.2,651.1,598.9,539.4,503.0,487.9,463.7,359.0
